,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,histone_mark,data_source,endedness,genetically_modified,nonzero_mean
1026,UBERON:0004550 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,H3K27ac,encode,single,False,1.4019594192504883
1027,UBERON:0004550 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,H3K27me3,encode,single,False,0.860275387763977
1028,UBERON:0004550 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,H3K36me3,encode,single,False,0.9105188250541687
1029,UBERON:0004550 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,H3K4me1,encode,single,False,0.8863487243652344
1030,UBERON:0004550 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,H3K4me3,encode,single,False,0.7414591312408447
1031,UBERON:0004550 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,H3K9me3,encode,single,False,0.8467487692832947
1032,UBERON:0004648 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,H3K27ac,encode,single,False,0.7982273697853088
1033,UBERON:0004648 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,H3K27me3,encode,single,False,0.9206722378730774
1034,UBERON:0004648 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,H3K36me3,encode,single,False,0.816602349281311
1035,UBERON:0004648 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,H3K4me1,encode,single,False,0.8247384428977966
1036,UBERON:0004648 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,H3K4me3,encode,single,False,0.7969858050346375
1037,UBERON:0004648 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,H3K9me3,encode,single,False,0.8506141304969788
1038,UBERON:0004992 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,H3K4me1,encode,single,False,0.9400363564491272
1039,UBERON:0004992 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,H3K4me3,encode,single,False,0.9843800067901611
1040,UBERON:0004992 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,H3K9me3,encode,single,False,1.0794081687927246
1041,UBERON:0006631 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,H3K27ac,encode,single,False,1.5091086626052856
1042,UBERON:0006631 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,H3K36me3,encode,single,False,0.8356142640113831
1043,UBERON:0006631 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,H3K4me1,encode,single,False,0.8639379739761353
1044,UBERON:0006631 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,H3K4me3,encode,single,False,1.0309559106826782
1045,UBERON:0006631 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,H3K9me3,encode,single,False,0.843159556388855
1046,UBERON:0006920 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,H3K27ac,encode,single,False,1.224211573600769
1047,UBERON:0006920 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,H3K27me3,encode,single,False,0.9047441482543945
1048,UBERON:0006920 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,H3K36me3,encode,single,False,0.8787626624107361
1049,UBERON:0006920 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,H3K4me1,encode,single,False,0.8141622543334961
1050,UBERON:0006920 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,H3K4me3,encode,single,False,0.8070417642593384
1051,UBERON:0006920 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,H3K9me3,encode,single,False,0.8435921669006348
1052,UBERON:0007106 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0007106,chorionic villus,tissue,embryonic,H3K27ac,encode,single,False,1.0513697862625122
1053,UBERON:0007610 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,H3K27ac,encode,single,False,0.7654767036437988
1054,UBERON:0007610 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,H3K27me3,encode,single,False,0.8302474021911621
1055,UBERON:0007610 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,H3K36me3,encode,single,False,0.8503223657608032
1056,UBERON:0007610 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,H3K4me1,encode,single,False,0.7865008115768433
1057,UBERON:0007610 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,H3K4me3,encode,single,False,0.7735725045204163
1058,UBERON:0007610 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,H3K9me3,encode,single,False,0.9169700741767883
1059,UBERON:0008367 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,H3K27ac,encode,single,False,0.7933363914489746
1060,UBERON:0008367 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,H3K27me3,encode,single,False,0.8398851156234741
1061,UBERON:0008367 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,H3K36me3,encode,single,False,0.8763333559036255
1062,UBERON:0008367 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,H3K4me3,encode,single,False,0.8072652816772461
1063,UBERON:0008367 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,H3K9me3,encode,single,False,0.8470003604888916
1064,UBERON:0008450 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,H3K27ac,encode,single,False,0.9119850397109985
1065,UBERON:0008450 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,H3K27me3,encode,single,False,0.8814289569854736
1066,UBERON:0008450 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,H3K36me3,encode,single,False,0.9716756343841553
1067,UBERON:0008450 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,H3K4me1,encode,single,False,0.8452923893928528
1068,UBERON:0008450 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,H3K4me3,encode,single,False,0.7766005396842957
1069,UBERON:0008952 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,H3K27ac,encode,single,False,0.8779808282852173
1070,UBERON:0008952 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,H3K36me3,encode,single,False,0.8125616908073425
1071,UBERON:0008952 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,H3K4me1,encode,single,False,0.8664360642433167
1072,UBERON:0008952 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,H3K4me3,encode,single,False,0.8021848201751709
1073,UBERON:0008953 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,H3K27ac,encode,single,False,0.8131684064865112
1074,UBERON:0008953 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,H3K27me3,encode,single,False,0.8400024771690369
1075,UBERON:0008953 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,H3K36me3,encode,single,False,0.8133916854858398
1076,UBERON:0008953 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,H3K4me1,encode,single,False,0.8141807317733765
1077,UBERON:0008953 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,H3K4me3,encode,single,False,0.8252076506614685
1078,UBERON:0008953 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,H3K9me3,encode,single,False,0.8201392889022827
1079,UBERON:0009834 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,H3K27ac,encode,single,False,0.7915490865707397
1080,UBERON:0009834 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,H3K27me3,encode,single,False,0.8048524856567383
1081,UBERON:0009834 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,H3K36me3,encode,single,False,0.8312941193580627
1082,UBERON:0009834 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,H3K4me1,encode,single,False,0.8213521838188171
1083,UBERON:0009834 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,H3K4me3,encode,single,False,0.795435905456543
1084,UBERON:0009834 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,H3K9ac,encode,single,False,1.0359257459640503
1085,UBERON:0011907 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,H3K27ac,encode,single,False,0.7793625593185425
1086,UBERON:0011907 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,H3K27me3,encode,single,False,1.0060234069824219
1087,UBERON:0011907 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,H3K36me3,encode,single,False,0.8559026122093201
1088,UBERON:0011907 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,H3K4me1,encode,single,False,0.7837246656417847
1089,UBERON:0011907 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,H3K4me3,encode,single,False,0.7359679341316223
1090,UBERON:0012488 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,H3K27ac,encode,single,False,0.988544225692749
1091,UBERON:0012488 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,H3K36me3,encode,single,False,0.8478550910949707
1092,UBERON:0012488 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,H3K4me1,encode,single,False,1.4443985223770142
1093,UBERON:0012488 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,H3K4me3,encode,single,False,0.8497915267944336
1094,UBERON:0012488 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,H3K9me3,encode,single,False,1.749129295349121
1095,UBERON:0012489 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,H3K27ac,encode,single,False,1.6868175268173218
1096,UBERON:0012489 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,H3K36me3,encode,single,False,0.9592627882957458
1097,UBERON:0012489 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,H3K4me1,encode,single,False,0.9385117888450623
1098,UBERON:0012489 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,H3K4me3,encode,single,False,0.8421162962913513
1099,UBERON:0012489 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,H3K9ac,encode,single,False,0.8927491307258606
1100,UBERON:0014455 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,H3K27ac,encode,single,False,1.372426986694336
1101,UBERON:0014455 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,H3K27me3,encode,single,False,0.7572541832923889
1102,UBERON:0014455 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,H3K36me3,encode,single,False,0.7747286558151245
1103,UBERON:0014455 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,H3K4me1,encode,single,False,0.8434963822364807
1104,UBERON:0014455 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,H3K4me3,encode,single,False,0.7925373911857605
1105,UBERON:0014455 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,H3K9ac,encode,single,False,0.7789035439491272
1106,UBERON:0014455 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,H3K9me3,encode,single,False,0.8017343878746033
1107,UBERON:0018112 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,H3K27ac,encode,single,False,1.4903203248977661
1108,UBERON:0018112 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,H3K36me3,encode,single,False,1.1542083024978638
1109,UBERON:0018112 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,H3K4me1,encode,single,False,0.9858405590057373
1110,UBERON:0018112 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,H3K4me3,encode,single,False,1.2279937267303467
1111,UBERON:0036149 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,H3K27ac,encode,single,False,0.8285009860992432
1112,UBERON:0036149 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,H3K27me3,encode,single,False,0.8321241736412048
1113,UBERON:0036149 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,H3K36me3,encode,single,False,0.8314632773399353
1114,UBERON:0036149 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,H3K4me1,encode,single,False,0.8719038963317871
1115,UBERON:0036149 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,H3K4me3,encode,single,False,0.9653574824333191
